id,company,tier,best,score,city,titles,google,linkedin
poct-5,BD,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22BD%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22BD%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
otc-2,Bayer Consumer Health,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Bayer%20Consumer%20Health%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Bayer%20Consumer%20Health%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
poct-3,Cepheid,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cepheid%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Cepheid%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-2,ClearDent,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22ClearDent%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22ClearDent%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-6,Curve Dental,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Curve%20Dental%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Curve%20Dental%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-8,DEXIS / Envista,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22DEXIS%20/%20Envista%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22DEXIS%20/%20Envista%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-3,Denti.AI,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Denti.AI%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Denti.AI%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-3,Dentitek,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Dentitek%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Dentitek%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
vax-0,GSK Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22GSK%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22GSK%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
otc-0,Haleon Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Haleon%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Haleon%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-5,Henry Schein One Canada (Dentrix),B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Henry%20Schein%20One%20Canada%20%28Dentrix%29%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Henry%20Schein%20One%20Canada%20%28Dentrix%29%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
otc-4,Jamieson,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jamieson%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Jamieson%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
otc-1,Kenvue,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Kenvue%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Kenvue%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-sw-1,MaxiDent,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22MaxiDent%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22MaxiDent%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-5,Medit,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Medit%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Medit%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
vax-2,Merck Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Merck%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Merck%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
vax-3,Moderna Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Moderna%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Moderna%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-1,Overjet,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Overjet%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Overjet%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-0,Pearl,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Pearl%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Pearl%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
vax-1,Pfizer Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Pfizer%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Pfizer%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-7,Planmeca Canada,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Planmeca%20Canada%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Planmeca%20Canada%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
poct-4,QuidelOrtho,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22QuidelOrtho%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22QuidelOrtho%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
otc-3,Reckitt,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Reckitt%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Reckitt%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
poct-1,Roche Diagnostics Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Roche%20Diagnostics%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Roche%20Diagnostics%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
vax-4,Sanofi Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sanofi%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Sanofi%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
poct-6,Siemens Healthineers Canada,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Siemens%20Healthineers%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Siemens%20Healthineers%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-6,SprintRay,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22SprintRay%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22SprintRay%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-ai-2,VideaHealth,B,Meetup,45,no CA office,Head of Growth · Demand Generation · Growth Marketing · Field Marketing · Event Marketing · Community Manager · Partnerships Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22VideaHealth%22%20%28%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Event%20Marketing%22%20OR%20%22Community%20Manager%22%20OR%20%22Partnerships%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22VideaHealth%22%20%22Head%20of%20Growth%22%20OR%20%22Demand%20Generation%22%20OR%20%22Growth%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
poct-2,bioMerieux,B,Dinner,45,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22bioMerieux%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22bioMerieux%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-0,AWS Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22AWS%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22AWS%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-14,Atlassian,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Atlassian%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Atlassian%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-6,Cisco Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Cisco%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Cisco%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-10,Databricks,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Databricks%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Databricks%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-7,Dell Technologies Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Dell%20Technologies%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Dell%20Technologies%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-13,Docusign,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Docusign%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Docusign%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-15,Figma,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Figma%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Figma%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-1,Google Cloud Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Google%20Cloud%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Google%20Cloud%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
